class,tweet
1,"['@pandah_pooh', 'put', 'money', 'pussy']"
2,"['@param0nster_', 'twitter', 'bird', 'shaped', 'pancakes', 'would', 'start']"
1,"['@parhambryce', '@lllexiss', '@lukejohnson06', '@laurenbeckkkk1', 'alright', ""we'll"", 'calling', 'pussy', 'also']"
0,"['@patdollard', 'fuckin', 'muzzie', 'cunts', ',', 'deported', ',', 'savages']"
1,"['@patchy_beard', ""g's"", ',', 'hos', ',', 'rush', '.', 'mean', 'clearly', 'likes', 'party', '.']"
0,"['@patriotsorg', 'screw', 'ragheads', '.']"
1,"['@pattty_b', 'called', 'bitch', 'ass', '😒']"
1,"['@paulconroy', '@habeshasuperman', 'oh', ',', 'coming', ',', 'little', 'bitch', ',', 'u', '.', '.', 'veto', '.', ""it'll"", 'thrill', 'watch', '.']"
0,"['@paulmoon8', '@yurista4life', '@justinmiculka01', 'fuckin', 'yankees', ""i'll"", '2', 'months', ""i'll"", 'meet', 'pussy']"
2,"['@paulyy2', 'nah', 'honkey', 'lookin', 'dude', 'chr']"
0,"['@pecan_b19', '@obeymy_realness', 'dryer', 'bad', 'ass', 'eyes', 'fag']"
1,"['@penguingraham', 'yup', ',', ',', 'like', 'straight', 'bitch']"
1,"['@pennythegoat', 'biebs', 'getting', 'fucked', 'right', 'pussy']"
1,"['@pennythegoat', 'look', 'like', 'little', 'baby', 'son', 'bitch', '.', 'http://t.co/go58ct7ue7']"
1,"['@pennythegoat', 'right', 'pussy']"
2,"['@pepper_redbone', '@yankees', '@mets', 'exactly', 'folks', ""can't"", 'favor', 'get', 'lovely', 'old', 'stadium', '.']"
2,"['@pepper_redbone', '@yankees', '@mets', 'miss', 'nyc', '!', '!', 'nashville', 'needs', 'pro', 'al', 'team', '.', 'closest', 'kc', 'tampa', '.', ""that's"", 'pretty', 'bad', '.', 'south', 'nl', '.']"
2,"['@pepper_redbone', '@yankees', '@mets', 'miss', 'pizza', '!', 'passion', '.']"
2,"['@pepper_redbone', '@yankees', '@mets', 'oh', 'yeah', '.', 'annoying', 'damn', 'duck', 'calls', '?', '?', 'outta', 'banned', '.', 'duck', 'horns', '?', '?']"
2,"['@pepper_redbone', '@yankees', 'getting', '!', 'hope', '.', 'cause', 'stunk', 'last', 'night', '.']"
1,"['@perezhilton', '\\', 'whole', 'bunch', 'trash', 'needs', '2', 'jus', 'go', 'away', '.', 'r', 'jus', 'trash', '!', '!', '!']"
1,"['@perezhilton', 'omg', '...', 'ppl', 'gonna', 'bitch', '...']"
2,"['@persianboi10', '@ryantburnss', 'hahaha', '""', 'chunky', 'goalkeeper', 'makes', 'save', 'stomach', '""']"
2,"['@pete_or', 'prefer', 'zebra', 'visually', '.', 'know', 'lesser', 'costs', '.']"
2,"['@peterclifford1', '@penny_g', '@angrybraveheart', '@sheikhkhalifapm', 'love', 'h.birds', '!', 'used', 'feed', 'lived', 'wa', 'state', '.', 'hv', 'mtn', 's.ore']"
2,"['@phantomgourmet', 'someone', 'gave', 'nip', 'baileys', 'irish', 'cream', 'coffee', ',', 'use', ',', 'suggestions', '?']"
2,"['@philhecken', '’', 'understand', '’', 'weak', 'give', 'anything', 'jeter', 'astros', 'barely', 'history', 'yankees']"
1,"['@piercethetit', '@xenoss_', 'love', 'hoes']"
1,"['@pimpbillclinton', '@tareksaadmisr', ""that's"", 'arabic', '""', 'one', 'pussy', 'gettin', 'motha', 'fucka', '""']"
1,"['@pinchsuckblow', 'lmoa', '@', 'high', 'giraffe', 'pussy']"
2,"['@pinche_escobar', 'make', 'yellow', 'chompers', '?', '#candyass']"
1,"['@pinkchocolatebk', 'thought', 'beyond', 'retarded', '&', 'scary', '!']"
1,"['@pipe_tyson', '?', 'nigga', 'pussy', '.', 'got', 'hands', 'dawg', '!']"
2,"['@plannedsickdays', 'hey', ',', 'screen', 'shot', ""djk's"", 'wiki', 'page', 'updated', 'regarding', 'trash', 'incident', '?']"
1,"['@plasticdom', 'plz', 'go', 'starbucks', '.', 'ebola', 'sounds', 'like', 'really', 'ghetto', 'hood', 'name', 'tbh', '.']"
1,"['@pnolia_jay', 'shut', 'bitch', 'nigga']"
0,"['@po0pdogg', 'back', 'faggot']"
1,"['@poffalicious', 'hell', 'man', ""i'm"", 'retarded', 'good', 'situps', '..', 'run', 'weak', 'tho']"
1,"['@pohlman2', 'look', 'like', 'mike', 'vick', 'bitch']"
1,"['@police_tactgear', 'article', 'flawed', '.', 'took', 'first', 'chp', 'brpd', '.', 'well', 'done', '.', 'even', '2', 'ghetto', 'gals', 'jammy', 'hi-purnt', '9', 'well', 'done']"
2,"['@powlengmawi', 'yung', 'nakalagay', 'sa', 'second', 'page', 'ng', 'handout', 'na', 'may', 'closed', 'ended', 'questions', 'etc', '.', 'tapos', 'lalagay', 'sa', '1/2', 'yellow', 'pad']"
1,"['@pravikingdino', 'bitch']"
1,"['@pravikingdino', 'like', 'men', 'faggot', '.']"
0,"['@prayforjack', 'new', 'york', 'niggas', 'quick', 'take', 'bitch', 'public', 'boy', 'lol', '!', '!', '!']"
1,"['@pretty_warzone', 'shouldve', 'caught', 'first', 'time', 'nigger']"
1,"['@prettyflacko21', 'taking', 'like', 'bitch', 'bra']"
1,"['@pribski86', 'idgaf', 'hoe']"
1,"['@primomars', 'nicca', 'u', 'read', 'typed', 'u', 'aint', 'slo', 'long', 'shot', 'dont', 'play', 'dumb', 'litebrite', 'lol']"
2,"['@princedemitri', '@theweek', '@russlljones', 'typical', 'hitchens', 'type', 'atheist', 'watching', 'doc', 'hollywood', 'hates', 'god', ',', 'ready', 'mock', '.']"
1,"['@princegreenjr', 'hold', 'back', '?', 'say', ""they're"", 'retarded', 'tits', 'fake', ""there's"", '...']"
1,"['@prince_williamb', '@mixyarts', 'nothing', 'shoes', 'ignorant', 'twat', '.']"
1,"['@princesslexii16', 'damn', 'called', 'bitch', 'bruh', '?', 'lol', '✋']"
0,"['@princesslexii16', 'fucking', 'coon']"
1,"['@prissypisces_', ""i'm"", 'talkin', 'bout', 'sluts', 'hoes', 'general']"
2,"['@progress4ohio', '@msnbc', '@meetthepress', 'would', 'spend', 'money', 'trash', 'like', '!']"
0,"['@properetacet', 'fuck', 'mother', ',', 'faggot']"
0,"['@prophzilla', 'hate', 'blew', '3005', 'like', 'hipster', 'hate', 'faggots', 'say', 'love', 'music', 'based', 'worst', '+']"
1,"['@prophzilla', 'honesty', 'think', 'internet', 'full', 'retards', '.']"
1,"['@prophzilla', 'went', 'college', 'wanted', 'get', 'ukulele', 'quickly', 'realised', ""i'd"", 'bigger', 'fag', 'guitar', 'kid', 'quad', '.']"
2,"['@prosperindia', 'ho', '.', 'without', 'ur', 'vote', 'lost', 'election', '.', 'ak49', 'taking', 'oath', 'pm', 'today', '.', ':-)']"
1,"['@protectyournet', 'know', 'right', '?', 'wasting', 'time', 'thinking', ""'"", '1more', 'hr', 'till', 'start', 'day', '...', ""'"", ""i'm"", 'retarded', '!', '😝']"
2,"['@pudingtane', '...', 'yeah', '...', 'think', '#injuns', '.', 'think', '#redskins', '#politics', '#alcoholism', '#washingtondc', '...']"
2,"['@pushinuproses', 'current', 'favorite', 'line', 'shea', 'moisture', '.', 'target', 'cvs', '.', 'great', 'dry', ',', 'curly', ',', '/', 'colored', 'hair', '.']"
1,"['@pussybeezus_', 'whatever', 'hoe']"
1,"['@pzfeed', 'guy', 'would', 'get', 'show', 'spike', 'could', 'somehow', 'revive', 'son', 'bitch', '.', ""i'd"", 'watch', '.']"
0,"['@quan1t0', 'retarded', 'bruh', 'lol']"
2,"['@qvc', 'strawberry', 'shortcake', '.', 'stacked', 'whipped', 'cream', ',', 'yellow', 'spunge-cake', ',', '&', 'sliced', '#strawberries', 'freshly', 'picked', 'farm', 'w', '/', 'kids', '.']"
1,"['@qovem', 'played', 'heimer', 'support', '.', 'biggest', 'faggot', 'ever', '.', 'stupid', 'cheese', 'champion', '.']"
1,"['@quantryse', '@hairypotterz', '@hockeypuck55', 'get', 'blocked', ""i'll"", 'bitches', 'porch', 'drunk', 'yelling', '.', 'holy', 'shit.she', 'right', '..', 'kanye']"
1,"['@quavostuntin', 'bitch', 'got', 'dope', 'panties', 'sssshhhhh', 'dramatic']"
1,"['@quechele', 'u', 'know', 'hispanics', 'takin', 'jobs', 'niggers', '?', 'yeah', ',', 'somethin', 'like', 'hispanic']"
1,"['@queenittybitty', 'lmfao', 'scanning', 'anything', '..', 'fat', 'hoes', 'hittin']"
1,"['@queensavage97', '@fresh_boy_will', 'gonna', 'compare', 'sushi', 'pussy', 'tho', ""ain't"", 'dicks', 'going', 'sushi', '😂']"
2,"['@queensavage97', 'naw', 'juss', 'like', 'making', 'lil', 'mad', '😂', 'gone', 'long', 'tho', 'hate', 'boonies', '🙍', '😴']"
1,"['@queenshyba', 'laughin', 'screenshots', '.', 'bitch', ',', 'might', 'code', 'red', '.']"
1,"['@queen_kaaat', 'fuck', 'right', 'pussy']"
0,"['@qui_thepharaoh', '@zapollo0803', '@mildlydarkskin', 'hes', 'lying', 'faggot', '.', 'used', 'inspect', 'element', 'change', 'number', 'dollars', 'account', '.']"
1,"['@r3lentlsstr0ll', '@anastasiapacana', 'yes', 'like', 'dick', 'hate', 'bitches', '.', '?']"
1,"['@raepaelmunturo', '@worldstarfunny', 'aye', 'sae', 'en', 'feeld', 'kawkin', 'dyke']"
1,"['@raepaelmunturo', 'apparently', 'many', 'bitches', 'seen']"
1,"['@rbesofii', 'cants', 'even', 'fool', 'colored', 'man', 'wit', 'dis', 'bullshit', 'http://t.co/gtln1tpmgi']"
1,"['@real_kaysavage', 'bitch', 'going', 'nawl']"
1,"['@rem_2014', '@funnypicsdepot', '@davethebrave1', 'bitch', 'ass', 'voices', 'head', 'haha']"
1,"['@rem_2014', '@supahfienmode', 'bitch', 'ass', 'jorge', 'haha', ""ain't"", 'work', 'nigga', '?']"
1,"['@rem_2014', ""i'm"", 'drunk', 'hoe', 'bro', 'solo', 'dolo']"
1,"['@rem_2014', 'biiiiiiiitch', 'start', 'haha', 'niggggg', 'grandma', 'come', 'hoe', '!', '!', 'ya', 'want', ""i'll"", 'try', 'scoop', 'ya', 'today', 'ya']"
1,"['@rfam2550', 'shut', 'faggot']"
1,"['@rfradsham', 'fuck', 'bitch', '#shrimp', '#shorty', '#midget', '#dwarf', '#infant', '#jk']"
1,"['@rhook220', '@ohwait_itskate', '@ejperuski5634', 'pussy', 'x3']"
1,"['@rj_diggins86', 'get', 'sleep', 'pussy', '.']"
1,"['@rnic_bam', '-', 'heard', '.', '😒', 'letting', 'people', 'know', 'relationship', 'problems', '&', 'arguing', ',', ""that's"", 'hoes', 'like', ',', 'stop', '.']"
2,"['@rpopbox', '@boxing', 'yeah', 'definitely', 'guy', 'fought', 'lara', 'cuts', 'ring', 'well', 'huge', 'boon', 'canelo']"
0,"['@rsberto', 'dumb', 'haitian', 'fake', 'black', 'faggots', '.', 'go', 'haiti', 'neck', '.']"
0,"['@rabehchararah1', 'lmaoo', 'fag']"
1,"['@rachijuana', 'popped', 'molly', 'every', 'day', 'last', 'year', '#beat', '#that', '#bitch']"
1,"['@racistnegro69', '@mrmooncricket', 'fuck', ',', 'punk', 'ass', 'racist', 'lil', 'dick', 'bitch', '.', ""i've"", 'reported', 'fool', '.']"
2,"['@raincaudillo', 'word', '.', 'ur', 'decisions', 'include', 'anchor', ',', 'feather', ',', 'infinity', 'sign', ',', 'bird', '?']"
2,"['@rainaluvsa', 'picture', 'yes', ',', 'updated', 'pic', 'added', 'angel', 'wing', 'colored', ',', 'thanks', 'represents', ';)']"
1,"['@rainaluvsa', 'intimidated', '?', '!', 'pussies', ',', 'see', 'sweet', ',', 'honest', 'woman', ',', 'seriously', 'could', 'make', 'stalking', 'thing', 'much', 'easier', '!']"
1,"['@rams_6', 'happy', 'birthday', 'bitch', '!']"
1,"['@ranae_26', ""can't"", 'hoe', '♡', '♡']"
1,"['@rasheed_sheen', 'everything', 'im', 'outside', 'come', 'get', 'bitch']"
1,"['@rasheed_sheen', 'man', 'damn', 'dude', 'come', 'get', 'bitch', 'lml']"
2,"['@ratchetsue', 'thing', 'better', 'bargain', 'yankee', 'bargain', '.']"
1,"['@raul_leura', '@no_way_hoesaaay', 'lmao', 'nigga', 'go', 'beethoven', 'bitch', '😂']"
1,"['@ravenpeltier_', '@jesuslovinj', '@_b_r_y_c_e_', 'still', 'bitch', 'though']"
1,"['@ravenpeltier_', 'hoes', ""ain't"", 'loyal']"
2,"['@rawker8', '@ronnie2k', '@nba2k', 'get', 'money', 'stop', 'playing', 'old', 'trash', '.']"
1,"['@ray_lakee', '#fag', 'fuckin', 'pirelli', 'tire', 'black', 'ass', 'nigga', 'whit', 'white', 'boy', 'shirt', 'nigga', 'loosen', 'lil', 'bit', '.', '#bowbow']"
1,"['@ray_dec15', 'haha', 'yeah', 'say', 'im', 'little', 'bitch']"
1,"['@realfannymagnet', 'pick', 'lines', 'like', '...', 'bet', 'get', 'much', 'pussy', ',', 'numbers', 'negative', '.']"
2,"['@realgilbert', '&', 'hunters', 'anthem', 'goes', '""', 'al', 'goreing', 'go', ',', 'hi', 'ho', 'dairy', 'al', 'goreing', 'go', '""']"
1,"['@realniggasherm', 'bitch']"
1,"['@realniggasherm', 'wen', 'ho', 'dwn', 'da', 'road']"
1,"['@realnoth', 'wonder', 'career', 'dump', ""that's"", 'trash', 'like', 'belongs', '.', 'thanks', '@greggutfeld', 'pointing', 'true', 'colors']"
1,"['@realpimpinken', 'pimpinkendotnet', ',', 'sell', 'bitch', 'pussy', 'til', 'drip', 'drop', 'wet', ',', 'vet', ',', 'pet', '!', 'hey', ',', 'bitch', '!']"
1,"['@realskipbayless', '@kingjames', 'little', 'bitch', ',', ""that's""]"
1,"['@realskipbayless', 'haha', 'much', 'payed', 'constantly', 'know', 'talking', '?', '?', '?', 'dumb', 'ass', '😂', '👌', 'wade', 'trash']"
2,"['@realskipbayless', 'man', 'wilson', '2nd', 'black', 'qb', 'win', 'chip', '?', 'talkn', 'trash', 'talk', '.', 'shine', 'russell', '..']"
1,"['@realskipbayless', 'course', 'u', 'would', 'pc', 'lemming.one', 'says', 'word', 'nigger.the', 'potential', 'reek', 'havoc', 'society']"
1,"['@realwalliewall', 'ms', '.', 'martinez', 'fuckin', 'cripple', 'kid', '?', '!']"
1,"['@realwalliewall', 'sheet', ""can't"", 'cripple']"
1,"['@realydotgdot', 'dat', 'bitch', ',', 'dude', '!', '!', '!']"
1,"['@real_liam_payne', 'pussy', 'cat']"
1,"['@real_liam_payne', 'pussy', 'http://t.co/ttzsxbts74']"
2,"['@rebellblume', 'hats', 'us', 'trash', 'tho', 'lol']"
0,"['@rednationblogga', 'fuck', 'faggots']"
1,"['@reed8608', 'nigga', 'know', 'bitch']"
0,"['@reiddh', 'agree', 'fellow', 'cracker', '.']"
1,"['@rellokid', 'george', 'twitter', 'called', '""', 'limit', 'nigga', '""', 'talked', 'fighting', ',', 'drugs', ',', 'guns', ',', 'bitches', 'hoes', '.']"
1,"['@rene_gadecowboy', 'course', '.', 'bitch', '.', 'learned', 'mom', 'make', 'guy', 'feel', 'like', ""he's"", '1', 'foot', 'tall', '.']"
1,"['@renoconfession', 'one', 'time', 'band', 'camp', ',', 'stuck', 'flute', 'pussy', '-', 'spanish', 'springs']"
0,"['@repgutierrez', 'full', '!', 'called', 'children', 'children', '.', 'illegal', 'border', 'jumpers', 'ms', '!', '#', 'gang', 'members', '.']"
0,"['@repulsivetool', 'band', 'sucked', 'worse', 'live', 'fags', 'guns', '&', 'poses', '.']"
1,"['@residinero', 'bitch', 'crib', 'cooks', 'cheesed', 'eggs']"
1,"['@residinero', 'finna', 'hoop', 'inside', 'fucking', 'retard', ""that's"", ""i'm"", 'saying', 'let', 'know', 'allergic', 'reaction', 'lip', 'ass', 'nigga']"
1,"['@residinero', 'hoes', 'bruhhh', 'lol']"
1,"['@residinero', 'ya', 'bitch', 'crib']"
1,"['@respectbox', '@lefthooklounge', '@rodriguez5_', ""he's"", 'texas', 'trash', 'bro']"
2,"['@retroreasoning', 'think', 'rpgs', 'birds', '.', ""ain't"", 'bird', 'brain', 'yo']"
1,"['@retroreasoning', 'retarded', 'pussy', 'games', '#notpc']"
0,"['@reverendgrim', '@titsofanarchy', 'likes', 'dat', 'name', '.', 'dem', 'sand', 'niggers', 'needs', 'know', 'dare', 'place', 'da', 'pecker', 'order']"
0,"['@revolutionuk_', 'jesus', 'would', 'love', 'muzzie', 'torturers', ',', 'fucking', 'animal', 'savages']"
1,"['@rhyds_herrrrrr', 'shoulda', 'came', 'bird', 'mans', 'shit', 'lit']"
1,"['@richiedev_', '@converses_on', 'stay', 'close', 'pleases', 'nigguh']"
1,"['@richbum_mitch', 'say', 'got', 'lil', 'bitch', ""ain't"", 'getting', 'memo']"
1,"['@richhomielexx_', 'tryanna', 'explain', 'sumn', 'des', 'young', 'boys', 'days', ',', 'know', 'wat', 'true', 'pimp', 'pimpin', 'des', 'hoes', 'moma', 'lmfaoo']"
2,"['@richardengel', 'ugh', '..', 'lemme', 'guess', 'yellow', 'cake', '?', 'heard', 'story', '..']"
0,"['@richxinxflavor', ""i'm"", 'fag', '.', 'gtfo']"
1,"['@rickbakas', 'hard', '...', 'kind', 'hoe', '.', '😁']"
1,"['@rickiroma', 'bitch', 'watch', 'ya', 'tone', 'drag', 'recycling', 'bin', 'bitch', 'ass', 'nigga', '.', 'gon', 'end', 'like', 'limewire', 'ol', '.', 'exe', 'ass', 'nigga']"
1,"['@rickiroma', 'shut', 'fuck', '.', 'guys', 'mediocre', 'washed', 'basura', 'juice', '.', 'sit', 'win', 'close', 'games', 'raiders', 'jets', 'faggot']"
1,"['@rickyngan', 'target', 'got', 'high', 'class', 'hoes']"
1,"['@ricky___m', 'bitch', '-', '.', '-']"
1,"['@ricochavo', 'oh', ',', 'cute', ',', 'fancy', 'bitch', '!']"
1,"['@rightway2', 'getting', ""people's"", 'faces', '?', 'lol', 'yet', 'u', 'r', 'teabagger', 'twitter', 'dash', '.', 'shut', 'fuck', 'already', '.']"
1,"['@righteouz_', '@growejr', 'could', 'chick', 'boobs', 'face', 'score', 'fight', 'better', 'bitch', 'made', '114-114']"
1,"['@righteouz_', '@growejr', 'bitch', 'jail', '114-114']"
1,"['@righteouz_', 'lmfao', '!', '!', '!', 'remember', 'rednecks', 'school', 'shit', 'lol']"
1,"['@rihannahasaids', 'free', 'tickets', 'go', 'chemistry', ""ain't"", 'bitch']"
1,"['@rihannahasaids', 'knew', 'farquaad', 'faggot']"
1,"['@rik_fiair', 'pusha', 'ye', 'gonna', 'write', 'whole', 'bitch']"
0,"['@rileycooper_14', '""', 'nigger', '""', 'fighter', 'huh']"
1,"['@rishaawilliams', 'byee', 'iverrishaa', '😂', '😂', 'ghetto', 'ass', 'name']"
1,"['@rivenbarkyahoo', '@hale_razor', 'jim', 'hogg', 'county', 'dirt', 'poor', 'democrat', 'leaning', 'county', '..', 'hebronville', 'seat', '.', 'near', 'ghetto']"
1,"['@rnadjorell', 'knocked', 'bitch', 'soul', 'body', 'lol']"
0,"['@rniswirvinn', '@lilkev_j', 'ur', 'wrong', 'stupid', 'nigger']"
1,"['@rob215__', '@thereal_2raw', 'god', 'bitch', 'bad']"
2,"['@robda64', 'thanks', '!', '!', '!', 'go', 'clean', 'trash', 'ya', 'lil', 'nasty', '!', 'lol']"
1,"['@robfernau', '@gregabbott_tx', '@nra', 'dead', 'babies', 'piled', 'like', 'trash', 'dump', 'something', 'proud']"
1,"['@rob_san9993', 'ha', 'lol', 'like', 'selenas', 'horny', 'bitch', 'lol']"
2,"['@robertgbeckel', ':', '""', 'know', 'good', ""ho-ho's"", '2am', '?', '""', '@andreatantaros', 'answers', ',', '""', 'given', ""ho-ho's"", '.', '""', 'whoa', '.', '@thefive']"
1,"['@robincoldiron', 'god', 'damn', 'bitches', 'smh', 'run', 'away', '!', '!', '!']"
1,"['@robinfury', 'drake', 'bitch', 'made', ',', 'likes', 'phonte', 'much', 'track', '...']"
1,"['@roc_ss', '@ballhawk_carter', 'nah', 'son', 'ca', 'go', 'half', 'girl', 'bitches', 'wanting', 'spend', '400', 'fake', 'hair']"
1,"['@rock76_', 'like', 'let', 'em', 'bring', 'da', 'heat', 'dis', 'bitch', '😳', '😨', '..', '#linkup', 'bro']"
1,"['@rocko4real', 'one', 'rawest', 'niccas', 'doin', 'dis', 'shit', '!']"
1,"['@rodmarley44', 'fr', '12', 'finna', 'bam', 'nicca', 'said', 'yu', 'lucky', 'jus', 'got', 'robbery', 'call']"
1,"['@romeotorres99', 'bro', 'fist', 'bitches', 'shit']"
1,"['@ron_ron_12', 'song', 'hoe']"
2,"['@ronanfarrow', 'yeah', 'know', 'anglo-american', 'principles', '.', '#slavery', '#hate', '#racism']"
2,"['@ronnie2k', '@pharrell', 'gave', '2k', 'trash', 'non-basketball', 'soundtrack', ',', ""y'all"", 'still', 'problems', 'servers', '😒']"
2,"['@ronniemack12', 'dawg', ',', 'trash', 'momma', 'got', 'charged', 'littering', 'dropped', 'school']"
1,"['@roodee_poo', 'aye', 'bitch', '.']"
1,"['@rorschach7', 'disaster', 'pussy', '.', 'thing', 'wreck', '.']"
1,"['@rosaalbae', '@ih8tvvitterhoes', 'faggot', 'sent', 'hella', 'nudes', '.', 'hmmmm']"
0,"['@roscoedash', 'lmao', ',', 'soft', 'ass', 'nigga', 'trying', 'act', 'tough', ',', 'little', 'bitch', '.', 'sit', 'watch', 'sidelines', 'pussy', '.']"
1,"['@roscoedash', 'shut', 'fuck', ',', 'wack', 'fuck', '.', 'garbage', 'mohawk', 'faggot', ',', 'stop', 'making', 'music', 'shovel', 'snow', 'scrub', '.']"
1,"['@rosegoldbenzo', 'duh', '...', 'lol', '.', 'tweeting', 'eating', 'pussy', 'back', 'tongue', 'made', 'obvious', '...', 'lol']"
1,"['@rosie', '@politicususa', '3', '1/2', 'yrs', 'till', 'next', 'pres', '.', 'bitches', 'bout', 'o-dumb-a', 'left', '/']"
2,"['@rottenstench', 'dat', 'charlie']"
1,"['@rottenstench', 'tanks', 'lot', 'dare', 'mr', '.', 'pubes', '.', 'love', 'uncle', 'tom', ':)']"
1,"['@rotten_soil', '@captfaggotpants', 'boys', 'sure', 'come', 'wit', 'crazy', 'names', '.', 'day', ',', 'never', 'talked', 'faggots']"
1,"['@royallykate', 'says', 'one', 'fills', 'empty', 'hole', 'inside', 'worshiping', 'royal', '.', '4', 'u', 'kno', 'may', 'raging', 'snotty', 'bitch']"
2,"['@royceda59', 'green', 'bananas', 'better', 'yellow', 'ones', '.']"
2,"['@rubyfakhoury', '@nyquil_dreams', '@guynamedjordan', 'lets', 'forget', 'fact', 'everyone', 'mother', 'yellow', 'fever']"
2,"['@rudyjay711', 'asains', 'take', 'wu', 'tang', 'clan', ';', 'draft', 'suppose', 'half', 'breed', 'like', '@miketaylorshow', '#fallinginthedraft']"
1,"['@rugarickrockers', 'ima', 'make', 'sick', 'entrance', 'song', 'nig']"
1,"['@ruizmaria15', 'let', 'know', 'lol', ""i'll"", 'go', 'kill', 'hoes']"
0,"['@runuldorants', 'faggot', 'sack']"
1,"['@russelltpot', '@ebgbz1', 'saying', '..', 'would', 'beat', 'like', 'bitch', '...', 'put', 'foot', 'neck', 'shoot']"
1,"['@russelltpot', 'lol', 'dude', '..', 'wish', '.', 'got', 'dd214', 'would', 'make', 'pussy', 'like', 'cry', 'enemy', '.']"
1,"['@rvm3o', 'bitch', 'boy']"
1,"['@rvm3o', 'bitch', '.']"
1,"['@rvm3o', 'reason', 'hit', 'know', 'pussy', 'get', 'cool', 'points']"
1,"['@ryantravers1', 'lied', ',', 'hurt', 'like', 'bitch', ',', 'bruises', 'arm', '.', 'would', 'suggest', 'lol']"
1,"['@ryeordie', 'niggas', 'told', 'bitch', 'made', '&', 'real', 'niggas', 'kind', 'real']"
2,"['@rylannwilliams', 'ok', 'chill', 'love', 'bird', 'lol']"
0,"['@rylannwilliams', 'whooooo', '?', 'chelsey', '?', 'fuck', 'lol', '.', 'juss', 'bitch']"
0,"['@sammi_boyden', 'bruh', 'finally', 'roll', 'like', 'rednecks', ""(':"", '(', '(', 'drug', 'dealers', ')', ')']"
1,"['@sammi_boyden', 'idk', ""let's"", 'redneck', 'shit', '.', 'ask', 'samuela', '.']"
1,"['@sammi_boyden', 'hang', 'concert', 'smh', 'ima', 'kill', 'bitch']"
0,"['@sammi_boyden', 'well', ""he's"", 'cunt', 'suck', 'ass']"
1,"['@sammi_boyden', 'fucking', 'twat', 'start', 'talking']"
1,"['@saulsof1lthy', 'pussy', 'boi']"
1,"['@saulsof1lthy', 'aint', 'shit', 'pussy', 'lol', 'go', 'get', 'hit', 'aint', 'touched', '10', 'yrs', 'lmfao']"
2,"['@sbpart01', '@melodybrooke11', 'fuzzy', 'dice', 'might', 'nicest', 'thing', 'could', 'put', 'car', 'lol', '🎲', '🎲']"
2,"['@sfgiants', 'trash', 'smh', 'game', 'rigged', 'bumgarner', 'took', 'roids']"
1,"['@shaikethatass', 'replied', 'hoe', 'http://t.co/738up5plia']"
1,"['@shanafin34', 'gotta', 'love', 'tanner', 'country', ',', 'hoes', '&', ',', 'haha', '!']"
1,"['@skeeerra', 'thanks', ',', 'bitch', 'proofread', 'tweets', 'vacation', 'week', '...']"
0,"['@smasey', 'faggot']"
2,"['@smlbound', 'cracker', 'jack', 'work', ',', 'cdc', '-', 'ya', 'think', 'checking', 'plane', 'full', 'people', '?']"
0,"['@snakehaid', '@wsaleen15', '@rducppp', '@2_synnseer', '@rebelgirl2040', 'ur', 'profile', 'one', 'armed', 'nigger', '?']"
1,"['@sneakerluke', '@wojtata', '@mikeymikerowave', '@joecushkush', 'poor', '5sos', 'annoying', 'ass', 'cunts', 'fans', '.', 'care', 'know', '.']"
1,"['@spiffy_vuitton', 'gotta', 'start', 'treatin', 'ugly', 'hoes', 'like', 'dimes', '..', 'get', 'fine', 'ass']"
1,"['@spiffy_vuitton', 'see', 'bitch', 'fake', 'leg', ""that's"", 'bout', 'come', '?', '?', 'lmao', 'kinda', 'bad', 'doe', 'pole']"
1,"['@spiffy_vuitton', 'pussy', 'smell', 'like', 'boiled', 'hot', 'dog', 'water', 'lizard', 'dick', '.']"
2,"['@ssickstory', 'lester', 'tried', 'eat', 'bird']"
0,"['@staccs_wnt_fold', 'tell', ',', 'coon', '.']"
2,"['@svl305', '@leemcastro', 'even', 'blogger', '.', 'moxy', 'credentials', 'anything', 'create', 'brand', '.']"
1,"['@swankpatrone', 'nonexistent', 'hoes']"
0,"['@s_roach', 'happy', 'birthday', 'nicca', 'coon', 'shit', 'responsible', 'way', '.']"
1,"['@sactownprodigy', 'lol', 'like', 'rgiii', 'go', 'like', 'weak', 'bitch', 'return', 'next', 'year', 'win', '3', 'games']"
2,"['@sactownproidgy', '@speakcomedy', '@yunglucy_', '@karon_avila', 'noticed', 'guys', 'called', 'jiggaboo']"
1,"['@sactownproidgy', '@speakcomedy', '@yunglucy_', '@karon_avila', 'nigga', 'get', 'dick', 'cheese', 'force', 'eat', 'bitch']"
1,"['@sadderdre', '@poeticgenius19', 'knows', 'man', '.', 'uncle', 'tom', 'mentality', 'never', 'die', '.', 'ol', 'martin', 'baker', 'headass']"
1,"['@salacioussully', 'always', 'amazed', 'resilience', 'keep', 'going', 'night', 'shift', '.', 'really', 'better', '.', '.', 'ghetto', '?']"
1,"['@salacioussully', 'tony', 'drinking', 'sloppily', 'saying', ""'"", '?', 'cunt', 'hear', ',', 'bare', 'ass', ""'""]"
2,"['@salacioussully', 'hopefully', 'back', 'da', 'ghetto', '?']"
2,"['@sallybitesalot', 'lol', 'find', '""', 'redneck', '""', 'oakleaf', 'take']"
1,"['@salondotcom', '@foolishreporter', 'tell', 'tweet', 'twat', '.']"
